02:56:27.949 [restartedMain] INFO  c.s.RuoYiApplication - [logStarting,55] - Starting RuoYiApplication using Java 1.8.0_442 on MGMMacBook-Pro.local with PID 52057 (/Users/mgm/Desktop/YoLive-main/source-vue-master/source-admin/target/classes started by mgm in /Users/mgm/Desktop/YoLive-main)
23:40:20.952 [http-nio-0.0.0.0-8088-exec-22] INFO  c.s.c.u.h.HttpUtils - [sendPost,145] - recv - {"stat":"101","message":"验证失败"}
23:40:20.954 [http-nio-0.0.0.0-8088-exec-22] INFO  c.s.c.u.s.DySmsUtil - [sendSms,27] - 短信接口返回的数据----------------{"stat":"101","message":"验证失败"}
23:41:15.422 [http-nio-0.0.0.0-8088-exec-25] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:41:15.438 [schedule-pool-32] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:41:16.205 [http-nio-0.0.0.0-8088-exec-26] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:41:16.219 [schedule-pool-1] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:42:46.859 [http-nio-0.0.0.0-8088-exec-30] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:42:46.873 [schedule-pool-33] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:42:47.882 [http-nio-0.0.0.0-8088-exec-28] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:42:47.896 [schedule-pool-17] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:42:48.039 [http-nio-0.0.0.0-8088-exec-27] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:42:48.052 [schedule-pool-34] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:42:48.657 [http-nio-0.0.0.0-8088-exec-29] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:42:48.668 [schedule-pool-9] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:42:48.856 [http-nio-0.0.0.0-8088-exec-31] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:42:48.870 [schedule-pool-35] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:42:51.322 [http-nio-0.0.0.0-8088-exec-35] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:42:51.336 [schedule-pool-18] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:42:54.059 [http-nio-0.0.0.0-8088-exec-33] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:42:54.073 [schedule-pool-36] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:43:52.393 [http-nio-0.0.0.0-8088-exec-34] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:43:52.407 [schedule-pool-5] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:44:15.639 [http-nio-0.0.0.0-8088-exec-38] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:44:15.653 [schedule-pool-37] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:44:22.190 [http-nio-0.0.0.0-8088-exec-41] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:44:22.203 [schedule-pool-19] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:44:30.931 [http-nio-0.0.0.0-8088-exec-44] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:44:30.946 [schedule-pool-38] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
23:44:36.893 [http-nio-0.0.0.0-8088-exec-45] INFO  c.s.f.w.s.UserDetailsServiceImpl - [loadUserByUsername,39] - 登录用户：01079218222 不存在.
23:44:36.906 [schedule-pool-10] INFO  sys-user - [run,55] - [192.168.0.5]内网IP[01079218222][Error][登录用户：01079218222 不存在]
